id_sesi,mata_kuliah,kelas,dosen,asisten,ruang_lab,peralatan_lab,inventaris_ruang_lab,hari,slot,warna_graph
L1-S032,Machine Learning,A,"Dr. Yoga S.Kom., M.Kom. (D02)",['Eka (A04)'],Lab-E,"['Alat-11', 'Alat-12']","[{'nama_alat': 'Sound System', 'rfid': 'RFID-1108116A3A8E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-F5E5460B1906', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-D8070F6CC10B', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-159415FE762A', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-476F51F8BCEB', 'kondisi': 'Dalam Perawatan'}]",Selasa,1,2
L1-S037,Algoritma & Pemrograman,A,"Dr. Wira S.T., M.T. (D04)","['Eka (A04)', 'Farhan (A18)']",Lab-H,"['Alat-02', 'Alat-05']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-CF8DF2060412', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-637F29813411', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-4E4055D041F9', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-9A46C30E59F3', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-D01B3594DB90', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F419063D6D9B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-A995301E6B97', 'kondisi': 'Dalam Perawatan'}]",Selasa,2,3
L1-S023,Machine Learning,A,Dr. Lutfi M.Cs. (D09),['Farhan (A10)'],Lab-A,"['Alat-06', 'Alat-14']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-D7AB5A7215E4', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-29F817CFB0F9', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-5ADB94B6921C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-20CDC184C75F', 'kondisi': 'Baik'}]",Selasa,3,3
L1-S011,Multimedia,A,Dr. Oka M.Eng. (D03),['Farhan (A16)'],Lab-F,"['Alat-03', 'Alat-07', 'Alat-09']","[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-BDA29760E359', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-0FD0B2F7B4A0', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-42780268B2D5', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-5751E9C27446', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Router', 'rfid': 'RFID-F9BFEF9E5E92', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-EE5BD7A6E836', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-8E333E4EEB10', 'kondisi': 'Baik'}]",Selasa,4,3
L1-S002,IoT,A,"Dr. Budi S.T., M.T. (D12)","['Maya (A05)', 'Taufik (A09)']",Lab-D,"['Alat-08', 'Alat-13']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-6777A1A7D4A3', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-1A62204E1850', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-3D60A1EE93C0', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1098DCA4622B', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-C6ADA7936D70', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-7E2D1110DFAD', 'kondisi': 'Baik'}]",Selasa,5,3
L1-S007,Multimedia,B,Dr. Budi M.Eng. (D01),['Maya (A05)'],Lab-H,"['Alat-05', 'Alat-08', 'Alat-09']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-CF8DF2060412', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-637F29813411', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-4E4055D041F9', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-9A46C30E59F3', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-D01B3594DB90', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F419063D6D9B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-A995301E6B97', 'kondisi': 'Dalam Perawatan'}]",Selasa,6,4
L1-S015,Machine Learning,A,Dr. Sari Ph.D. (D10),"['Budi (A13)', 'Taufik (A14)']",Lab-C,"['Alat-01', 'Alat-10', 'Alat-14']","[{'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-03F297BF4FB7', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-9B893EAD901E', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-1CA33CC02F61', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-742C55CB74C3', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-246D4AF4222B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-9BE47E24ED82', 'kondisi': 'Baik'}]",Selasa,7,4
L1-S030,Jaringan Komputer,B,"Dr. Budi S.T., M.T. (D12)","['Farhan (A10)', 'Taufik (A09)']",Lab-A,['Alat-07'],"[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-D7AB5A7215E4', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-29F817CFB0F9', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-5ADB94B6921C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-20CDC184C75F', 'kondisi': 'Baik'}]",Selasa,8,4
L1-S010,Robotika,A,Dr. Lutfi M.Cs. (D09),['Citra (A12)'],Lab-F,['Alat-02'],"[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-BDA29760E359', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-0FD0B2F7B4A0', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-42780268B2D5', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-5751E9C27446', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Router', 'rfid': 'RFID-F9BFEF9E5E92', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-EE5BD7A6E836', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-8E333E4EEB10', 'kondisi': 'Baik'}]",Selasa,9,4
L1-S024,IoT,C,Dr. Oka M.Eng. (D03),['Farhan (A01)'],Lab-G,['Alat-06'],"[{'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-9E07D320BC65', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-3CC7C5EB9DAD', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-AF1F3E97ECAE', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-146CCBB815B0', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-A8626707A00B', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-8A72E3D6895F', 'kondisi': 'Perlu Perbaikan'}]",Selasa,10,4
L1-S049,Sistem Operasi,A,"Dr. Budi S.T., M.T. (D12)","['Budi (A13)', 'Rama (A02)']",Lab-F,"['Alat-05', 'Alat-14']","[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-BDA29760E359', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-0FD0B2F7B4A0', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-42780268B2D5', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-5751E9C27446', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Router', 'rfid': 'RFID-F9BFEF9E5E92', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-EE5BD7A6E836', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-8E333E4EEB10', 'kondisi': 'Baik'}]",Rabu,1,5
L1-S025,Data Mining,A,"Dr. Wira S.T., M.T. (D04)",['Farhan (A01)'],Lab-B,"['Alat-01', 'Alat-10']","[{'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-A949E5522DBF', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-345CFD60810D', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E88153763139', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-36065429B304', 'kondisi': 'Dalam Perawatan'}]",Rabu,2,5
L1-S031,Sistem Digital,C,Dr. Lutfi M.Cs. (D09),['Maya (A05)'],Lab-C,"['Alat-07', 'Alat-08', 'Alat-09']","[{'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-03F297BF4FB7', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-9B893EAD901E', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-1CA33CC02F61', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-742C55CB74C3', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-246D4AF4222B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-9BE47E24ED82', 'kondisi': 'Baik'}]",Rabu,3,5
L1-S017,Jaringan Komputer,A,Dr. Budi M.Eng. (D01),['Farhan (A18)'],Lab-H,['Alat-03'],"[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-CF8DF2060412', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-637F29813411', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-4E4055D041F9', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-9A46C30E59F3', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-D01B3594DB90', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F419063D6D9B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-A995301E6B97', 'kondisi': 'Dalam Perawatan'}]",Rabu,4,5
L1-S039,Rekayasa Perangkat Lunak,A,Dr. Nanda M.Cs. (D08),"['Joko (A19)', 'Taufik (A14)']",Lab-E,['Alat-06'],"[{'nama_alat': 'Sound System', 'rfid': 'RFID-1108116A3A8E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-F5E5460B1906', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-D8070F6CC10B', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-159415FE762A', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-476F51F8BCEB', 'kondisi': 'Dalam Perawatan'}]",Rabu,5,5
L1-S006,IoT,B,Dr. Putri M.Cs. (D06),['Farhan (A16)'],Lab-G,['Alat-02'],"[{'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-9E07D320BC65', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-3CC7C5EB9DAD', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-AF1F3E97ECAE', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-146CCBB815B0', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-A8626707A00B', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-8A72E3D6895F', 'kondisi': 'Perlu Perbaikan'}]",Rabu,6,5
L1-S014,Sistem Operasi,C,Dr. Adi M.Cs. (D07),['Joko (A19)'],Lab-D,"['Alat-01', 'Alat-05', 'Alat-14']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-6777A1A7D4A3', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-1A62204E1850', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-3D60A1EE93C0', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1098DCA4622B', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-C6ADA7936D70', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-7E2D1110DFAD', 'kondisi': 'Baik'}]",Rabu,7,6
L1-S019,Sistem Digital,C,Dr. Oka M.Eng. (D03),"['Farhan (A18)', 'Indah (A08)']",Lab-G,"['Alat-02', 'Alat-06', 'Alat-07']","[{'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-9E07D320BC65', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-3CC7C5EB9DAD', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-AF1F3E97ECAE', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-146CCBB815B0', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-A8626707A00B', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-8A72E3D6895F', 'kondisi': 'Perlu Perbaikan'}]",Rabu,8,6
L1-S003,Basis Data,B,"Dr. Yoga S.Kom., M.Kom. (D02)",['Farhan (A01)'],Lab-F,"['Alat-04', 'Alat-10']","[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-BDA29760E359', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-0FD0B2F7B4A0', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-42780268B2D5', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-5751E9C27446', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Router', 'rfid': 'RFID-F9BFEF9E5E92', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-EE5BD7A6E836', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-8E333E4EEB10', 'kondisi': 'Baik'}]",Rabu,9,6
L1-S016,Sistem Operasi,A,Dr. Sari Ph.D. (D10),"['Budi (A17)', 'Putri (A03)']",Lab-A,['Alat-08'],"[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-D7AB5A7215E4', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-29F817CFB0F9', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-5ADB94B6921C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-20CDC184C75F', 'kondisi': 'Baik'}]",Rabu,10,6
L1-S043,Keamanan Jaringan,C,Dr. Lutfi M.Cs. (D09),['Rama (A07)'],Lab-C,['Alat-11'],"[{'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-03F297BF4FB7', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-9B893EAD901E', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-1CA33CC02F61', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-742C55CB74C3', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-246D4AF4222B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-9BE47E24ED82', 'kondisi': 'Baik'}]",Kamis,1,6
L1-S038,Data Mining,A,"Dr. Maya S.Kom., M.Kom. (D11)","['Indah (A08)', 'Rama (A07)']",Lab-H,"['Alat-06', 'Alat-08', 'Alat-14']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-CF8DF2060412', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-637F29813411', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-4E4055D041F9', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-9A46C30E59F3', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-D01B3594DB90', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F419063D6D9B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-A995301E6B97', 'kondisi': 'Dalam Perawatan'}]",Kamis,2,7
