id_sesi,mata_kuliah,kelas,dosen,asisten,ruang_lab,peralatan_lab,inventaris_ruang_lab,hari,slot,warna_graph
L4-S081,Basis Data,A,Dr. Citra Ph.D. (D01),"['Hadi (A04)', 'Hadi (A26)']",Lab-C,"['Alat-04', 'Alat-06', 'Alat-10']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Senin,7,2
L4-S080,Sistem Digital,A,"Dr. Kartika S.T., M.T. (D08)","['Dewi (A24)', 'Kartika (A05)']",Lab-A,['Alat-16'],"[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Senin,7,2
L4-S086,Kecerdasan Buatan,C,"Dr. Yoga S.T., M.T. (D12)",['Indah (A09)'],Lab-F,"['Alat-03', 'Alat-12', 'Alat-14']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Senin,8,2
L4-S016,Sistem Operasi,A,"Dr. Adi S.T., M.T. (D07)",['Rama (A06)'],Lab-G,['Alat-02'],"[{'nama_alat': 'Server Rack', 'rfid': 'RFID-2D2462803CAE', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F557FD3B13F7', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-A3FC3026B302', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E7236221623D', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-754C2019B64C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-58B50213CFBC', 'kondisi': 'Baik'}]",Senin,8,2
L4-S073,Basis Data,C,Dr. Sari M.Eng. (D10),['Lutfi (A22)'],Lab-E,"['Alat-07', 'Alat-08', 'Alat-11']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Senin,9,2
L4-S012,Komputasi Awan,C,"Dr. Sari S.T., M.T. (D06)","['Eka (A10)', 'Umi (A12)']",Lab-I,['Alat-15'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Senin,9,2
L4-S028,Grafika Komputer,C,"Dr. Taufik S.Kom., M.Kom. (D03)",['Umi (A01)'],Lab-D,['Alat-01'],"[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Senin,10,2
L4-S095,Mikrokontroler,B,"Dr. Kartika S.T., M.T. (D08)","['Umi (A01)', 'Umi (A15)']",Lab-E,"['Alat-02', 'Alat-04', 'Alat-14']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Selasa,1,3
L4-S063,Rekayasa Perangkat Lunak,A,Dr. Citra Ph.D. (D01),"['Dewi (A24)', 'Kartika (A05)']",Lab-A,"['Alat-09', 'Alat-16']","[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Selasa,1,3
L4-S040,IoT,C,Dr. Sari M.Eng. (D10),"['Kartika (A16)', 'Rama (A06)']",Lab-C,"['Alat-11', 'Alat-12', 'Alat-17']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Selasa,2,3
L4-S031,Jaringan Komputer,C,Dr. Citra Ph.D. (D16),"['Nanda (A03)', 'Oka (A17)']",Lab-D,['Alat-13'],"[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Selasa,2,3
L4-S076,Pemrograman Mobile,A,Dr. Putri Ph.D. (D15),"['Hadi (A04)', 'Umi (A12)']",Lab-F,"['Alat-01', 'Alat-05', 'Alat-07']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Selasa,3,3
L4-S033,Algoritma & Pemrograman,B,Dr. Budi M.Cs. (D02),['Dewi (A11)'],Lab-I,['Alat-08'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Selasa,4,3
L4-S046,Grafika Komputer,C,Dr. Maya Ph.D. (D13),['Umi (A12)'],Lab-F,"['Alat-04', 'Alat-07', 'Alat-08']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Selasa,5,4
L4-S077,IoT,C,Dr. Putri Ph.D. (D15),"['Hadi (A04)', 'Kartika (A05)']",Lab-C,"['Alat-10', 'Alat-17']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Selasa,5,4
L4-S018,Pemrograman Web,B,Dr. Budi M.Cs. (D02),"['Oka (A07)', 'Yoga (A08)']",Lab-E,"['Alat-12', 'Alat-14']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Selasa,6,4
L4-S043,Data Mining,A,Dr. Citra Ph.D. (D16),"['Citra (A14)', 'Umi (A01)']",Lab-B,['Alat-06'],"[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-7AE82BCE62AC', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-59A35D0C3546', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-E34552FAFAFD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-05E2170ED2DF', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-1373D6A6F5DD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-5361FA3CA46F', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-E1B560BC38E6', 'kondisi': 'Perlu Perbaikan'}]",Selasa,6,4
L4-S045,Kecerdasan Buatan,B,Dr. Sari M.Eng. (D10),"['Indah (A09)', 'Lutfi (A22)']",Lab-D,"['Alat-01', 'Alat-11', 'Alat-16']","[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Selasa,7,4
L4-S030,Machine Learning,A,"Dr. Taufik S.Kom., M.Kom. (D03)",['Gita (A23)'],Lab-H,['Alat-09'],"[{'nama_alat': 'UPS', 'rfid': 'RFID-8B34967AEFDE', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-061766ED6669', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4D46E9D73C6B', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-633B2EE46B43', 'kondisi': 'Perlu Perbaikan'}]",Selasa,7,4
L4-S039,Grafika Komputer,C,Dr. Citra Ph.D. (D01),['Dewi (A02)'],Lab-G,"['Alat-02', 'Alat-05', 'Alat-13']","[{'nama_alat': 'Server Rack', 'rfid': 'RFID-2D2462803CAE', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F557FD3B13F7', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-A3FC3026B302', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E7236221623D', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-754C2019B64C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-58B50213CFBC', 'kondisi': 'Baik'}]",Selasa,8,4
L4-S066,Sistem Operasi,A,Dr. Rama M.Eng. (D11),"['Gita (A23)', 'Lutfi (A13)']",Lab-E,"['Alat-06', 'Alat-08', 'Alat-12']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Selasa,9,5
L4-S052,Basis Data,B,Dr. Citra Ph.D. (D01),"['Hadi (A26)', 'Indah (A09)']",Lab-H,['Alat-09'],"[{'nama_alat': 'UPS', 'rfid': 'RFID-8B34967AEFDE', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-061766ED6669', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4D46E9D73C6B', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-633B2EE46B43', 'kondisi': 'Perlu Perbaikan'}]",Selasa,9,5
